date,geoRegion,vaccine,entries,type_variant,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-02-19,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-02-20,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-02-21,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-02-22,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-02-23,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-02-24,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-02-25,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-02-26,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-02-27,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-02-28,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-01,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-02,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-03,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-04,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-05,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-06,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-07,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-08,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-09,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-10,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-11,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-12,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-13,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-14,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-15,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-16,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-17,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-18,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-19,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-20,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-21,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-22,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-23,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-24,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-25,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-26,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-27,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-28,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-29,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-30,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-03-31,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-01,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-02,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-03,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-04,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-05,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-06,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-07,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-08,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-09,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-10,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-11,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-12,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-13,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-14,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-15,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-16,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-17,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-18,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-19,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-20,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-21,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-22,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-23,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-24,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-25,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-26,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-27,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-28,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-29,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-04-30,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-01,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-02,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-03,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-04,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-05,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-06,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-07,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-08,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-09,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-10,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-11,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-12,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-13,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-14,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-15,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-16,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-17,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-18,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-19,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-20,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-21,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-22,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-23,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-24,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-25,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-26,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-27,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-28,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-29,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-30,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-05-31,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-01,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-02,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-03,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-04,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-05,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-06,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-07,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-08,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-09,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-10,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-11,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-12,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-13,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-14,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-15,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-16,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-17,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-18,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-19,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-20,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-21,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-22,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-23,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-24,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-25,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-26,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-27,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-28,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-29,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-06-30,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-01,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-02,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-03,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-04,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-05,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-06,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-07,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-08,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-09,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-10,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-11,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-12,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-13,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-14,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-15,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-16,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-17,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-18,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-19,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-20,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-21,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-22,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-23,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-24,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-25,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-26,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-27,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-28,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-29,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-30,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-07-31,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-01,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-02,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-03,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-04,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-05,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-06,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-07,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-08,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-09,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-10,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-11,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-12,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-13,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-14,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-15,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-16,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-17,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-18,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-19,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-20,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-21,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-22,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-23,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-24,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-25,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-26,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-27,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-28,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-29,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-30,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-08-31,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-01,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-02,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-03,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-04,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
2021-09-05,GR,johnson_johnson,0,vaccine,200096,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed
