date,geoRegion,altersklasse_covid19,entries,type_variant,age_group_type,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202112,SG,50 - 59,1270,altersklasse_covid19,age_group_AKL10,76637,10762,1.66,14.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.116,11.600000000000001
202113,SG,50 - 59,1020,altersklasse_covid19,age_group_AKL10,76637,11782,1.33,15.37,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.109,10.9
202114,SG,50 - 59,1253,altersklasse_covid19,age_group_AKL10,76637,13035,1.63,17.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.077,7.7
202115,SG,50 - 59,1648,altersklasse_covid19,age_group_AKL10,76637,14683,2.15,19.16,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.097,9.700000000000001
202116,SG,50 - 59,2018,altersklasse_covid19,age_group_AKL10,76637,16701,2.63,21.79,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.112,11.200000000000001
202117,SG,50 - 59,5825,altersklasse_covid19,age_group_AKL10,76637,22526,7.6,29.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.277,27.700000000000003
202118,SG,50 - 59,5041,altersklasse_covid19,age_group_AKL10,76637,27567,6.58,35.97,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.264,26.400000000000002
202119,SG,50 - 59,10346,altersklasse_covid19,age_group_AKL10,76637,37913,13.5,49.47,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.454,45.4
202120,SG,50 - 59,7772,altersklasse_covid19,age_group_AKL10,76637,45685,10.14,59.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.266,26.6
202121,SG,50 - 59,5288,altersklasse_covid19,age_group_AKL10,76637,50973,6.9,66.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.18,18
202122,SG,50 - 59,4916,altersklasse_covid19,age_group_AKL10,76637,55889,6.41,72.93,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.156,15.6
202123,SG,50 - 59,6312,altersklasse_covid19,age_group_AKL10,76637,62201,8.24,81.16,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.194,19.400000000000002
202124,SG,50 - 59,10573,altersklasse_covid19,age_group_AKL10,76637,72774,13.8,94.96,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.383,38.3
202125,SG,50 - 59,9311,altersklasse_covid19,age_group_AKL10,76637,82085,12.15,107.11,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.332,33.2
202126,SG,50 - 59,4531,altersklasse_covid19,age_group_AKL10,76637,86616,5.91,113.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.163,16.3
202127,SG,50 - 59,2505,altersklasse_covid19,age_group_AKL10,76637,89121,3.27,116.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.127,12.7
202128,SG,50 - 59,1800,altersklasse_covid19,age_group_AKL10,76637,90921,2.35,118.64,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.107,10.7
202129,SG,50 - 59,1250,altersklasse_covid19,age_group_AKL10,76637,92171,1.63,120.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.113,11.3
202130,SG,50 - 59,794,altersklasse_covid19,age_group_AKL10,76637,92965,1.04,121.31,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.131,13.100000000000001
202131,SG,50 - 59,712,altersklasse_covid19,age_group_AKL10,76637,93677,0.93,122.23,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.124,12.4
202132,SG,50 - 59,873,altersklasse_covid19,age_group_AKL10,76637,94550,1.14,123.37,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.151,15.1
202133,SG,50 - 59,949,altersklasse_covid19,age_group_AKL10,76637,95499,1.24,124.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.148,14.799999999999999
202134,SG,50 - 59,1162,altersklasse_covid19,age_group_AKL10,76637,96661,1.52,126.13,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.15,15
202135,SG,50 - 59,1319,altersklasse_covid19,age_group_AKL10,76637,97980,1.72,127.85,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.15,15
202136,SG,50 - 59,1514,altersklasse_covid19,age_group_AKL10,76637,99494,1.98,129.83,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.149,14.899999999999999
202137,SG,50 - 59,1334,altersklasse_covid19,age_group_AKL10,76637,100828,1.74,131.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.142,14.2
202138,SG,50 - 59,1706,altersklasse_covid19,age_group_AKL10,76637,102534,2.23,133.79,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.147,14.7
202139,SG,50 - 59,1598,altersklasse_covid19,age_group_AKL10,76637,104132,2.09,135.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.145,14.499999999999998
202140,SG,50 - 59,1171,altersklasse_covid19,age_group_AKL10,76637,105303,1.53,137.4,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.137,13.700000000000001
202141,SG,50 - 59,843,altersklasse_covid19,age_group_AKL10,76637,106146,1.1,138.5,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.129,12.9
202142,SG,50 - 59,1409,altersklasse_covid19,age_group_AKL10,76637,107555,1.84,140.34,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.144,14.399999999999999
202143,SG,50 - 59,809,altersklasse_covid19,age_group_AKL10,76637,108364,1.06,141.4,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.133,13.3
202144,SG,50 - 59,389,altersklasse_covid19,age_group_AKL10,76637,108753,0.51,141.91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.108,10.8
202145,SG,50 - 59,566,altersklasse_covid19,age_group_AKL10,76637,109319,0.74,142.65,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.112,11.200000000000001
202146,SG,50 - 59,647,altersklasse_covid19,age_group_AKL10,76637,109966,0.84,143.49,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.035,3.5000000000000004
202147,SG,50 - 59,780,altersklasse_covid19,age_group_AKL10,76637,110746,1.02,144.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.046,4.6
202148,SG,50 - 59,3063,altersklasse_covid19,age_group_AKL10,76637,113809,4,148.5,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.131,13.100000000000001
202149,SG,50 - 59,5336,altersklasse_covid19,age_group_AKL10,76637,119145,6.96,155.47,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.201,20.1
202052,SG,60 - 69,0,altersklasse_covid19,age_group_AKL10,58726,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,NA,NA
202053,SG,60 - 69,0,altersklasse_covid19,age_group_AKL10,58726,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0,0
202101,SG,60 - 69,59,altersklasse_covid19,age_group_AKL10,58726,59,0.1,0.1,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.118,11.799999999999999
202102,SG,60 - 69,252,altersklasse_covid19,age_group_AKL10,58726,311,0.43,0.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.113,11.3
202103,SG,60 - 69,705,altersklasse_covid19,age_group_AKL10,58726,1016,1.2,1.73,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.148,14.799999999999999
202104,SG,60 - 69,1514,altersklasse_covid19,age_group_AKL10,58726,2530,2.58,4.31,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.118,11.799999999999999
202105,SG,60 - 69,973,altersklasse_covid19,age_group_AKL10,58726,3503,1.66,5.96,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.141,14.099999999999998
202106,SG,60 - 69,840,altersklasse_covid19,age_group_AKL10,58726,4343,1.43,7.4,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.159,15.9
202107,SG,60 - 69,689,altersklasse_covid19,age_group_AKL10,58726,5032,1.17,8.57,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.152,15.2
202108,SG,60 - 69,1000,altersklasse_covid19,age_group_AKL10,58726,6032,1.7,10.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.147,14.7
202109,SG,60 - 69,1803,altersklasse_covid19,age_group_AKL10,58726,7835,3.07,13.34,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.136,13.600000000000001
202110,SG,60 - 69,2184,altersklasse_covid19,age_group_AKL10,58726,10019,3.72,17.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.147,14.7
202111,SG,60 - 69,1468,altersklasse_covid19,age_group_AKL10,58726,11487,2.5,19.56,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.174,17.4
202112,SG,60 - 69,1976,altersklasse_covid19,age_group_AKL10,58726,13463,3.36,22.93,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.18,18
202113,SG,60 - 69,1541,altersklasse_covid19,age_group_AKL10,58726,15004,2.62,25.55,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.165,16.5
202114,SG,60 - 69,4672,altersklasse_covid19,age_group_AKL10,58726,19676,7.96,33.5,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.288,28.799999999999997
202115,SG,60 - 69,6093,altersklasse_covid19,age_group_AKL10,58726,25769,10.38,43.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.359,35.9
202116,SG,60 - 69,8548,altersklasse_covid19,age_group_AKL10,58726,34317,14.56,58.44,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.476,47.599999999999994
202117,SG,60 - 69,6739,altersklasse_covid19,age_group_AKL10,58726,41056,11.48,69.91,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.32,32
202118,SG,60 - 69,4940,altersklasse_covid19,age_group_AKL10,58726,45996,8.41,78.32,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.259,25.900000000000002
202119,SG,60 - 69,5853,altersklasse_covid19,age_group_AKL10,58726,51849,9.97,88.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.257,25.7
202120,SG,60 - 69,7793,altersklasse_covid19,age_group_AKL10,58726,59642,13.27,101.56,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.267,26.700000000000003
202121,SG,60 - 69,4990,altersklasse_covid19,age_group_AKL10,58726,64632,8.5,110.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.17,17
202122,SG,60 - 69,6148,altersklasse_covid19,age_group_AKL10,58726,70780,10.47,120.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.195,19.5
202123,SG,60 - 69,4405,altersklasse_covid19,age_group_AKL10,58726,75185,7.5,128.03,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.135,13.5
202124,SG,60 - 69,3834,altersklasse_covid19,age_group_AKL10,58726,79019,6.53,134.56,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.139,13.900000000000002
202125,SG,60 - 69,2697,altersklasse_covid19,age_group_AKL10,58726,81716,4.59,139.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.096,9.6
202126,SG,60 - 69,2036,altersklasse_covid19,age_group_AKL10,58726,83752,3.47,142.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.073,7.3
202127,SG,60 - 69,1171,altersklasse_covid19,age_group_AKL10,58726,84923,1.99,144.61,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.059,5.8999999999999995
202128,SG,60 - 69,862,altersklasse_covid19,age_group_AKL10,58726,85785,1.47,146.08,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.051,5.1
202129,SG,60 - 69,572,altersklasse_covid19,age_group_AKL10,58726,86357,0.97,147.05,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.052,5.2
202130,SG,60 - 69,371,altersklasse_covid19,age_group_AKL10,58726,86728,0.63,147.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.061,6.1
202131,SG,60 - 69,379,altersklasse_covid19,age_group_AKL10,58726,87107,0.65,148.33,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.066,6.6000000000000005
202132,SG,60 - 69,401,altersklasse_covid19,age_group_AKL10,58726,87508,0.68,149.01,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.069,6.9
202133,SG,60 - 69,486,altersklasse_covid19,age_group_AKL10,58726,87994,0.83,149.84,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.076,7.6
202134,SG,60 - 69,619,altersklasse_covid19,age_group_AKL10,58726,88613,1.05,150.89,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.08,8
202135,SG,60 - 69,716,altersklasse_covid19,age_group_AKL10,58726,89329,1.22,152.11,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.082,8.200000000000001
202136,SG,60 - 69,845,altersklasse_covid19,age_group_AKL10,58726,90174,1.44,153.55,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.083,8.3
202137,SG,60 - 69,665,altersklasse_covid19,age_group_AKL10,58726,90839,1.13,154.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.071,7.1
202138,SG,60 - 69,861,altersklasse_covid19,age_group_AKL10,58726,91700,1.47,156.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.074,7.3999999999999995
202139,SG,60 - 69,861,altersklasse_covid19,age_group_AKL10,58726,92561,1.47,157.62,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.078,7.8
202140,SG,60 - 69,673,altersklasse_covid19,age_group_AKL10,58726,93234,1.15,158.76,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.079,7.9
202141,SG,60 - 69,488,altersklasse_covid19,age_group_AKL10,58726,93722,0.83,159.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.075,7.5
202142,SG,60 - 69,718,altersklasse_covid19,age_group_AKL10,58726,94440,1.22,160.81,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.073,7.3
202143,SG,60 - 69,434,altersklasse_covid19,age_group_AKL10,58726,94874,0.74,161.55,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.071,7.1
202144,SG,60 - 69,232,altersklasse_covid19,age_group_AKL10,58726,95106,0.4,161.95,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.064,6.4
202145,SG,60 - 69,525,altersklasse_covid19,age_group_AKL10,58726,95631,0.89,162.84,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.104,10.4
202146,SG,60 - 69,3358,altersklasse_covid19,age_group_AKL10,58726,98989,5.72,168.56,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.183,18.3
202147,SG,60 - 69,3397,altersklasse_covid19,age_group_AKL10,58726,102386,5.78,174.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.202,20.200000000000003
202148,SG,60 - 69,6051,altersklasse_covid19,age_group_AKL10,58726,108437,10.3,184.65,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.259,25.900000000000002
202149,SG,60 - 69,6754,altersklasse_covid19,age_group_AKL10,58726,115191,11.5,196.15,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.254,25.4
202052,SG,70 - 79,0,altersklasse_covid19,age_group_AKL10,43494,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,NA,NA
202053,SG,70 - 79,1,altersklasse_covid19,age_group_AKL10,43494,1,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.333,33.300000000000004
202101,SG,70 - 79,83,altersklasse_covid19,age_group_AKL10,43494,84,0.19,0.19,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.166,16.6
202102,SG,70 - 79,247,altersklasse_covid19,age_group_AKL10,43494,331,0.57,0.76,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.11,11
202103,SG,70 - 79,688,altersklasse_covid19,age_group_AKL10,43494,1019,1.58,2.34,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.145,14.499999999999998
202104,SG,70 - 79,2941,altersklasse_covid19,age_group_AKL10,43494,3960,6.76,9.1,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.229,22.900000000000002
202105,SG,70 - 79,1846,altersklasse_covid19,age_group_AKL10,43494,5806,4.24,13.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.267,26.700000000000003
202106,SG,70 - 79,990,altersklasse_covid19,age_group_AKL10,43494,6796,2.28,15.63,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.187,18.7
202107,SG,70 - 79,1042,altersklasse_covid19,age_group_AKL10,43494,7838,2.4,18.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.23,23
202108,SG,70 - 79,1731,altersklasse_covid19,age_group_AKL10,43494,9569,3.98,22,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.254,25.4
202109,SG,70 - 79,3797,altersklasse_covid19,age_group_AKL10,43494,13366,8.73,30.73,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.287,28.7
202110,SG,70 - 79,4502,altersklasse_covid19,age_group_AKL10,43494,17868,10.35,41.08,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.303,30.3
202111,SG,70 - 79,2521,altersklasse_covid19,age_group_AKL10,43494,20389,5.8,46.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.299,29.9
202112,SG,70 - 79,3963,altersklasse_covid19,age_group_AKL10,43494,24352,9.11,55.99,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.362,36.199999999999996
202113,SG,70 - 79,4086,altersklasse_covid19,age_group_AKL10,43494,28438,9.39,65.38,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.438,43.8
202114,SG,70 - 79,6784,altersklasse_covid19,age_group_AKL10,43494,35222,15.6,80.98,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.419,41.9
202115,SG,70 - 79,5893,altersklasse_covid19,age_group_AKL10,43494,41115,13.55,94.53,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.348,34.8
202116,SG,70 - 79,4129,altersklasse_covid19,age_group_AKL10,43494,45244,9.49,104.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.23,23
202117,SG,70 - 79,4583,altersklasse_covid19,age_group_AKL10,43494,49827,10.54,114.56,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.218,21.8
202118,SG,70 - 79,5648,altersklasse_covid19,age_group_AKL10,43494,55475,12.99,127.55,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.296,29.599999999999998
202119,SG,70 - 79,4082,altersklasse_covid19,age_group_AKL10,43494,59557,9.39,136.93,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.179,17.9
202120,SG,70 - 79,3897,altersklasse_covid19,age_group_AKL10,43494,63454,8.96,145.89,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.133,13.3
202121,SG,70 - 79,2683,altersklasse_covid19,age_group_AKL10,43494,66137,6.17,152.06,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.091,9.1
202122,SG,70 - 79,2005,altersklasse_covid19,age_group_AKL10,43494,68142,4.61,156.67,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.064,6.4
202123,SG,70 - 79,1350,altersklasse_covid19,age_group_AKL10,43494,69492,3.1,159.77,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.041,4.1000000000000005
202124,SG,70 - 79,1141,altersklasse_covid19,age_group_AKL10,43494,70633,2.62,162.4,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.041,4.1000000000000005
202125,SG,70 - 79,930,altersklasse_covid19,age_group_AKL10,43494,71563,2.14,164.54,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.033,3.3000000000000003
202126,SG,70 - 79,678,altersklasse_covid19,age_group_AKL10,43494,72241,1.56,166.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.024,2.4
202127,SG,70 - 79,470,altersklasse_covid19,age_group_AKL10,43494,72711,1.08,167.17,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.024,2.4
202128,SG,70 - 79,298,altersklasse_covid19,age_group_AKL10,43494,73009,0.69,167.86,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.018,1.7999999999999998
202129,SG,70 - 79,232,altersklasse_covid19,age_group_AKL10,43494,73241,0.53,168.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.021,2.1
202130,SG,70 - 79,148,altersklasse_covid19,age_group_AKL10,43494,73389,0.34,168.73,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.024,2.4
202131,SG,70 - 79,123,altersklasse_covid19,age_group_AKL10,43494,73512,0.28,169.02,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.021,2.1
202132,SG,70 - 79,162,altersklasse_covid19,age_group_AKL10,43494,73674,0.37,169.39,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.028,2.8000000000000003
202133,SG,70 - 79,176,altersklasse_covid19,age_group_AKL10,43494,73850,0.4,169.79,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.027,2.7
202134,SG,70 - 79,274,altersklasse_covid19,age_group_AKL10,43494,74124,0.63,170.42,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.035,3.5000000000000004
202135,SG,70 - 79,268,altersklasse_covid19,age_group_AKL10,43494,74392,0.62,171.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.031,3.1
202136,SG,70 - 79,306,altersklasse_covid19,age_group_AKL10,43494,74698,0.7,171.74,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.03,3
202137,SG,70 - 79,276,altersklasse_covid19,age_group_AKL10,43494,74974,0.63,172.38,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.029,2.9000000000000004
202138,SG,70 - 79,422,altersklasse_covid19,age_group_AKL10,43494,75396,0.97,173.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.036,3.5999999999999996
202139,SG,70 - 79,410,altersklasse_covid19,age_group_AKL10,43494,75806,0.94,174.29,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.037,3.6999999999999997
202140,SG,70 - 79,255,altersklasse_covid19,age_group_AKL10,43494,76061,0.59,174.88,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.03,3
202141,SG,70 - 79,212,altersklasse_covid19,age_group_AKL10,43494,76273,0.49,175.36,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.032,3.2
202142,SG,70 - 79,347,altersklasse_covid19,age_group_AKL10,43494,76620,0.8,176.16,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.036,3.5999999999999996
202143,SG,70 - 79,246,altersklasse_covid19,age_group_AKL10,43494,76866,0.57,176.73,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.04,4
202144,SG,70 - 79,100,altersklasse_covid19,age_group_AKL10,43494,76966,0.23,176.96,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.028,2.8000000000000003
202145,SG,70 - 79,471,altersklasse_covid19,age_group_AKL10,43494,77437,1.08,178.04,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.093,9.3
202146,SG,70 - 79,6980,altersklasse_covid19,age_group_AKL10,43494,84417,16.05,194.09,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.38,38
202147,SG,70 - 79,6404,altersklasse_covid19,age_group_AKL10,43494,90821,14.72,208.81,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.381,38.1
202148,SG,70 - 79,6282,altersklasse_covid19,age_group_AKL10,43494,97103,14.44,223.26,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.268,26.8
202149,SG,70 - 79,4893,altersklasse_covid19,age_group_AKL10,43494,101996,11.25,234.51,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.184,18.4
202052,SG,80+,0,altersklasse_covid19,age_group_AKL10,26066,0,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,NA,NA
202053,SG,80+,1,altersklasse_covid19,age_group_AKL10,26066,1,0,0,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.333,33.300000000000004
202101,SG,80+,200,altersklasse_covid19,age_group_AKL10,26066,201,0.77,0.77,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.401,40.1
202102,SG,80+,392,altersklasse_covid19,age_group_AKL10,26066,593,1.5,2.27,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.175,17.5
202103,SG,80+,917,altersklasse_covid19,age_group_AKL10,26066,1510,3.52,5.79,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.193,19.3
202104,SG,80+,5521,altersklasse_covid19,age_group_AKL10,26066,7031,21.18,26.97,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.429,42.9
202105,SG,80+,2466,altersklasse_covid19,age_group_AKL10,26066,9497,9.46,36.43,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.357,35.699999999999996
202106,SG,80+,1249,altersklasse_covid19,age_group_AKL10,26066,10746,4.79,41.23,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.236,23.599999999999998
202107,SG,80+,1193,altersklasse_covid19,age_group_AKL10,26066,11939,4.58,45.8,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.263,26.3
202108,SG,80+,2029,altersklasse_covid19,age_group_AKL10,26066,13968,7.78,53.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.298,29.799999999999997
202109,SG,80+,4245,altersklasse_covid19,age_group_AKL10,26066,18213,16.29,69.87,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.321,32.1
202110,SG,80+,5453,altersklasse_covid19,age_group_AKL10,26066,23666,20.92,90.79,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.366,36.6
202111,SG,80+,2268,altersklasse_covid19,age_group_AKL10,26066,25934,8.7,99.49,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.269,26.900000000000002
202112,SG,80+,1884,altersklasse_covid19,age_group_AKL10,26066,27818,7.23,106.72,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.172,17.2
202113,SG,80+,1530,altersklasse_covid19,age_group_AKL10,26066,29348,5.87,112.59,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.164,16.400000000000002
202114,SG,80+,2369,altersklasse_covid19,age_group_AKL10,26066,31717,9.09,121.68,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.146,14.6
202115,SG,80+,1740,altersklasse_covid19,age_group_AKL10,26066,33457,6.68,128.35,COVID19VaccDosesAdministered,2021-12-16_07-53-19,detailed,0.103,10.299999999999999
