sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_28d,timeframe_14d
male,all,CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-09,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-11,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-11,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-11,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-12,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-13,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-14,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,4302599,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,4367701,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202022,12856,104,12752,12856,0.8,NA,0.8,0.488,48.8,4302599,298.8,298.8,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-22,12856,298.8,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202022,13479,102,13377,13479,0.8,NA,0.8,0.512,51.2,4367701,308.61,308.61,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-22,13479,308.61,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202022,7,0,7,7,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-22,7,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202023,12324,82,12242,25180,0.7,-0.10000000000000009,0.7,0.48,48,4302599,286.43,585.23,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-23,-532,-12.37,-4.1,-0.7999999999999972,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202023,13288,72,13216,26767,0.5,-0.30000000000000004,0.7,0.518,51.800000000000004,4367701,304.23,612.84,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-23,-191,-4.38,-1.4,0.6000000000000014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202023,40,0,40,47,0,0,0,0.002,0.2,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-23,33,NA,471.4,0.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202024,16713,118,16595,41893,0.7,0,0.7,0.468,46.800000000000004,4302599,388.44,973.67,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-24,4389,102.01,35.6,-1.1999999999999957,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202024,18844,103,18741,45611,0.5,0,0.6,0.528,52.800000000000004,4367701,431.44,1044.28,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-24,5556,127.21,41.8,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,CH,202024,161,0,161,208,0,0,0,0.005,0.5,NA,NA,NA,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-24,121,NA,302.5,0.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,CH,202025,21705,100,21605,63598,0.5,-0.19999999999999996,0.6,0.45,45,4302599,504.46,1478.13,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-25,4992,116.02,29.9,-1.8000000000000043,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,CH,202025,26273,103,26170,71884,0.4,-0.09999999999999998,0.5,0.544,54.400000000000006,4367701,601.53,1645.81,COVID19Test,sex,2021-12-06_07-48-24,isoweek,2020-25,7429,170.09,39.4,1.6000000000000014,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
