datum,cases,vaccination_atLeastOneDosePersons,vaccination_firstBoosterPersons,vaccination_fullyVaccPersons,vaccination_partiallyVaccPersons,certificate_all,certificate_recovered,certificate_tested,certificate_vacinated,hosp_total_icu_covid,hosp_total_covid,death
2020-02-24,1,,,,,,,,,,,0
2020-02-25,1,,,,,,,,,,,0
2020-02-26,10,,,,,,,,,,,0
2020-02-27,10,,,,,,,,,,,0
2020-02-28,10,,,,,,,,,,,0
2020-02-29,13,,,,,,,,,,,0
2020-03-01,11,,,,,,,,,,,0
2020-03-02,30,,,,,,,,,,,0
2020-03-03,33,,,,,,,,,,,0
2020-03-04,61,,,,,,,,,,,0
2020-03-05,62,,,,,,,,,,,2
2020-03-06,73,,,,,,,,,,,0
2020-03-07,49,,,,,,,,,,,0
2020-03-08,69,,,,,,,,,,,1
2020-03-09,191,,,,,,,,,,,0
2020-03-10,210,,,,,,,,,,,2
2020-03-11,333,,,,,,,,,,,3
2020-03-12,357,,,,,,,,,,,4
2020-03-13,431,,,,,,,,,,,3
2020-03-14,417,,,,,,,,,,,5
2020-03-15,326,,,,,,,,,,,8
2020-03-16,1060,,,,,,,,,,,7
2020-03-17,1082,,,,,,,,,,,12
2020-03-18,1206,,,,,,,,,,,8
2020-03-19,835,,,,,,,,,,,14
2020-03-20,1138,,,,,,,,,,,21
2020-03-21,691,,,,,,,,,,,19
2020-03-22,547,,,,,,,,,,,18
2020-03-23,1462,,,,,,,,,,,23
2020-03-24,1242,,,,,,,,,,,19
2020-03-25,1068,,,,,,,,,,,39
2020-03-26,1114,,,,,,,,,,,38
2020-03-27,1305,,,,,,,,,,,32
2020-03-28,722,,,,,,,,,,,57
2020-03-29,433,,,,,,,,,,,45
2020-03-30,1307,,,,,,,,,446.0,1308.0,58
2020-03-31,1134,,,,,,,,,462.0,1348.0,44
2020-04-01,1013,,,,,,,,,501.0,1601.0,59
2020-04-02,877,,,,,,,,,481.0,1623.0,61
2020-04-03,927,,,,,,,,,477.0,1618.0,57
2020-04-04,486,,,,,,,,,434.0,1559.0,55
2020-04-05,281,,,,,,,,,459.0,1586.0,51
2020-04-06,926,,,,,,,,,469.0,1606.0,50
2020-04-07,716,,,,,,,,,473.0,1607.0,57
2020-04-08,612,,,,,,,,,415.0,1338.0,58
2020-04-09,561,,,,,,,,,451.0,1527.0,45
2020-04-10,310,,,,,,,,,436.0,1399.0,52
2020-04-11,258,,,,,,,,,425.0,1363.0,45
2020-04-12,219,,,,,,,,,412.0,1252.0,36
2020-04-13,245,,,,,,,,,420.0,1262.0,36
2020-04-14,424,,,,,,,,,383.0,1295.0,37
2020-04-15,327,,,,,,,,,350.0,1109.0,38
2020-04-16,321,,,,,,,,,338.0,1037.0,38
2020-04-17,290,,,,,,,,,335.0,1032.0,36
2020-04-18,145,,,,,,,,,316.0,994.0,34
2020-04-19,87,,,,,,,,,280.0,908.0,22
2020-04-20,277,,,,,,,,,299.0,1002.0,38
2020-04-21,213,,,,,,,,,269.0,921.0,33
2020-04-22,155,,,,,,,,,260.0,889.0,27
2020-04-23,207,,,,,,,,,243.0,847.0,31
2020-04-24,167,,,,,,,,,248.0,781.0,27
2020-04-25,87,,,,,,,,,204.0,670.0,25
2020-04-26,61,,,,,,,,,205.0,680.0,13
2020-04-27,173,,,,,,,,,202.0,719.0,23
2020-04-28,154,,,,,,,,,175.0,651.0,12
2020-04-29,120,,,,,,,,,167.0,537.0,11
2020-04-30,101,,,,,,,,,169.0,590.0,16
